Tikra,Prognozuota
38.96333,40.331097
49.42921,49.620502
49.45859,49.340603
39.835865,39.719566
41.556953,41.617493
39.685085,39.940357
65.90626,69.33322
49.882557,50.107845
49.437763,49.1133
50.65804,50.843075
49.75282,49.6862
49.21341,49.837894
40.72581,39.788227
39.19756,40.289684
40.530834,39.661663
49.889362,50.049297
50.423748,50.173527
50.492622,50.57092
50.159466,50.186123
38.879223,39.492496
50.49695,50.084034
49.104656,49.0145
50.099705,50.683926
39.927486,39.036015
41.45041,41.66312
36.828968,37.298298
49.88884,50.14162
39.80538,39.94602
51.148144,51.12091
49.835907,49.682983
39.59325,40.21951
50.402824,50.47832
50.503956,50.249157
40.07754,40.117573
40.804314,41.424423
49.426216,50.086246
40.57003,40.106342
50.24748,50.66628
50.223553,50.081684
39.640682,40.181133
49.512375,50.121075
39.997402,40.070126
54.39914,55.121326
40.109367,40.04871
50.2864,50.7639
50.00943,50.31258
54.277546,54.155926
49.139427,49.63484
49.59565,49.837387
51.06627,51.389603
39.90407,39.944344
50.824543,51.50193
43.847187,41.58987
50.168045,50.294456
50.975433,50.634136
49.28327,49.080902
50.316246,50.1378
50.55113,49.33405
50.030045,50.20374
49.61067,49.660732
40.038227,39.981884
39.479233,39.912228
50.443073,49.962944
39.276203,40.024372
50.189137,50.119133
40.147217,39.630592
50.80919,50.44462
51.12826,51.015247
41.49992,42.451195
49.245598,49.57134
39.998745,40.09083
51.008125,50.98906
50.912403,51.4961
54.582935,54.91602
50.396793,50.47386
48.965847,49.470497
37.065914,35.032555
40.4138,40.22965
49.777843,50.23251
49.81304,50.400837
50.19212,49.489216
51.34349,50.8428
39.429535,39.744106
40.192562,40.427452
48.640575,49.025806
41.825592,39.447178
48.80033,49.59465
49.48163,49.488316
40.23009,40.18859
40.326607,39.994606
49.344868,49.920807
39.28727,40.00092
39.81991,40.099415
50.958164,50.405357
49.71014,49.400486
62.316216,64.58464
38.5532,38.261692
39.883533,40.206726
50.537712,50.779724
44.77527,44.563335
40.46311,40.104618
40.00907,40.42001
49.923832,49.678337
48.746246,49.27303
49.241604,49.73438
49.219097,49.022457
39.472145,40.11265
39.824036,39.88708
49.514164,49.827854
49.93291,49.99859
51.049316,50.828587
49.876072,49.251675
40.23808,40.05363
49.40087,49.591377
49.521694,49.473957
49.64746,49.96112
48.535168,48.80827
51.01685,50.773457
50.48291,49.7207
49.102787,49.75645
43.021397,40.434353
49.516365,49.78387
41.428127,40.50052
39.606556,40.11647
49.179665,49.78477
39.131767,39.85838
49.30121,49.508076
40.052498,40.248783
39.038235,40.07391
50.469776,50.639126
50.67086,51.14114
51.24834,51.491222
39.263874,39.8402
38.788574,39.766357
40.38008,40.268257
51.284607,50.955715
47.432526,47.907787
50.51554,50.049232
50.030025,50.34283
39.89836,39.6039
50.309772,50.21624
50.135433,50.03431
49.330196,49.745106
49.847687,50.092403
41.68277,42.79511
50.31504,49.494503
44.870083,44.787334
40.194263,40.336704
51.28608,50.76875
50.47849,49.90585
39.73033,39.938076
50.2196,49.81186
50.226673,50.309334
50.07701,49.86967
50.313046,49.910538
50.46854,50.069454
50.22808,50.028545
39.5278,40.16849
49.458088,49.309063
50.258755,50.267284
50.322388,50.30177
40.000996,40.653473
48.715336,49.15694
50.181118,50.123096
40.682346,40.421967
49.06416,49.361782
40.58747,40.09013
41.140057,40.798363
49.48205,49.91528
39.806717,39.90728
39.7471,39.838223
49.650482,49.861275
40.161278,40.000404
50.146057,49.843063
50.296722,49.803684
49.005962,49.313488
49.598984,49.46764
50.19382,50.456898
40.196587,40.59463
50.995846,50.450382
41.452896,41.570446
51.570282,51.080135
50.12148,49.964767
40.085026,39.987087
51.460957,50.59051
40.51004,40.63459
52.342846,53.072624
50.404823,51.013515
40.939857,40.14793
41.083145,40.39867
48.638268,49.42005
49.613983,49.217377
49.377483,49.865227
50.51765,50.386444
40.109787,40.215237
49.592182,49.75805
48.88035,49.48023
50.161934,50.357983
39.26371,39.769726
41.50917,41.500957
49.4885,50.35226
50.394268,49.930943
50.2189,49.83733
50.91475,51.00595
49.848465,49.95161
40.177822,39.915993
39.986996,39.746143
50.563446,50.149754
51.119614,51.647213
50.872482,50.058163
40.9588,41.232006
50.916336,50.13303
42.04905,41.427807
39.904552,40.041862
49.818092,49.98665
49.63472,49.650078
50.141464,50.04945
45.12463,45.45905
51.528717,50.89423
41.336666,40.693066
48.494537,49.638218
50.088444,49.926105
51.064934,50.65231
38.890923,39.149952
50.183372,49.42593
40.115414,39.975952
40.652676,39.836666
40.49459,39.80835
48.94773,49.258614
44.252785,41.828403
49.13291,49.27181
39.882156,40.1889
41.30237,40.11166
49.76944,49.815342
50.27015,50.060707
48.770145,49.069553
49.878933,50.270233
49.590145,50.05034
39.681335,39.95991
51.038044,50.84663
50.403435,50.060986
49.11186,49.04568
50.16486,50.20887
51.000446,50.699627
42.29925,40.783577
49.46891,49.97208
50.63977,50.394367
50.2779,50.41229
49.895306,50.498985
49.816154,50.10198
50.20654,49.904575
50.341946,50.350346
40.33124,40.14072
40.00412,40.28165
50.00502,49.776703
49.07711,49.43527
40.777885,40.353542
40.120564,40.458477
50.211742,50.691288
49.419987,49.74967
49.921432,49.725548
51.211323,50.90311
51.107475,49.553577
49.240448,49.852585
39.471672,40.057766
40.416927,40.48371
49.891674,49.921448
49.658085,49.535255
49.149837,49.56661
51.18749,50.581676
50.8951,50.332325
50.899876,50.437176
50.531178,51.567245
39.852264,39.159718
55.072495,54.604614
49.77365,49.975605
40.410164,40.177727
49.65782,50.22833
49.241394,49.74735
43.895565,41.99753
38.959267,39.526897
49.083427,49.222416
49.146187,49.466633
48.32047,49.040127
38.297127,39.522133
47.437317,48.663548
51.40658,50.815838
39.475304,40.084435
50.299614,50.44287
39.553745,39.783627
50.33031,51.12474
40.861725,40.62659
40.983276,40.29012
39.29299,39.867527
49.627293,49.596363
51.693268,49.982212
49.70106,50.177708
50.374397,50.133892
49.84488,49.67985
49.987503,50.40431
49.60666,49.63457
49.67732,49.824158
39.63497,40.102062
50.59857,49.96549
50.726154,50.67584
49.58149,50.06796
50.648125,50.995945
39.108376,39.88438
39.96946,39.640484
50.89179,50.238674
49.876003,50.301685
40.740837,40.039005
50.388515,50.36467
50.034554,50.102715
49.468163,49.809826
40.300163,40.166233
51.735188,50.530712
49.55799,49.75591
39.49548,39.864742
51.178715,51.10837
50.45312,49.972794
49.842716,49.66789
39.569805,39.954594
38.763756,39.63187
39.694996,40.208607
48.853806,49.01016
49.96284,49.337868
40.334812,40.12087
48.855618,49.20969
50.7375,51.139122
39.360374,39.735943
50.169277,49.67057
49.606606,50.089863
49.73959,49.367687
39.733047,39.748993
47.366177,47.397648
50.254158,50.463078
39.95021,40.210945
49.04154,49.690792
39.67783,39.78925
40.476715,39.64876
40.39319,40.199223
36.296017,32.79272
38.468216,36.060192
50.45574,50.403336
49.774353,50.07396
50.456203,50.860073
49.728275,50.528126
50.209286,49.976597
50.29619,50.366985
49.701195,50.18696
50.27477,50.110706
39.491295,39.538815
39.934734,38.580883
39.93291,39.900787
49.252747,49.779827
40.956486,40.573055
50.52679,50.29953
49.146595,49.412167
51.58571,50.561523
51.675816,51.32418
49.358723,50.045288
48.422256,48.33698
40.668602,40.05879
40.08604,39.834805
40.626698,39.488567
39.99218,39.615406
38.754044,39.38043
49.303074,49.764397
49.43109,50.05506
51.24309,50.86413
33.386414,35.12807
50.121372,50.773483
57.418835,55.241997
49.795517,50.107098
39.715614,39.908344
49.687153,49.822796
50.97201,50.45903
51.094208,51.09306
50.41216,49.73779
41.14245,40.249336
50.24418,49.970676
49.679756,50.20864
39.48839,39.899124
39.88279,39.613335
50.699883,50.98915
50.568516,50.392147
51.58616,51.084217
41.26953,39.818096
44.19754,43.729195
49.233936,50.47485
40.065044,40.212006
50.948563,51.10295
39.124813,39.90534
50.203705,50.459187
40.210632,40.425014
49.39598,49.631664
52.179443,51.320705
50.24434,50.303905
50.205715,50.36891
50.46413,50.266644
39.224632,39.384426
39.968204,39.330734
50.511868,50.91719
41.105328,40.434666
43.91872,44.931004
49.611626,49.78562
39.098656,39.434544
43.181923,43.683353
50.18663,49.818634
50.255016,49.99516
50.431263,50.118225
33.609608,32.431973
49.82618,49.574615
49.996803,49.166183
49.929836,49.860825
49.55461,50.03847
50.508553,50.32765
51.67288,50.98069
51.354458,51.42734
40.043774,39.676945
49.653305,50.211304
50.419197,49.833675
41.88441,41.611042
39.725033,40.055
50.388683,50.0926
49.935375,49.686764
51.009842,51.3342
48.311615,48.7877
51.723503,50.730366
51.77692,51.479145
50.142685,49.668163
50.12277,49.89342
49.355366,49.59448
48.776497,49.263584
40.420776,39.931824
40.040215,39.781414
40.09144,40.40115
49.28055,49.64549
51.242424,50.34267
50.11747,50.127026
49.831112,49.88152
42.11163,41.6676
50.845493,50.177586
49.653423,49.8625
48.772118,48.910275
40.130672,40.34483
39.604733,40.08397
50.463066,49.911144
40.317875,40.314674
40.8884,39.899006
48.527084,48.583675
39.985653,40.021015
40.38554,39.41876
49.467525,49.826233
41.420265,40.85732
42.310894,39.77945
54.049755,51.79278
50.30214,50.61998
41.95321,40.869137
40.262913,39.864613
40.316372,40.366173
50.360878,49.760822
38.91366,39.99129
49.9198,50.545937
50.129192,49.550385
48.49044,49.383076
39.85896,40.127285
45.798508,47.328842
49.877304,49.603584
49.618507,50.056347
48.899696,49.527325
49.801987,49.86734
38.769848,39.22617
40.252594,39.90549
50.5686,50.448296
47.940712,48.831974
50.167004,49.854717
43.212437,39.85747
50.873756,50.87646
49.673855,49.957893
40.97385,41.001858
41.11062,38.611298
40.03602,40.297558
40.47567,40.25576
44.701946,44.028545
40.5519,39.88973
39.744495,39.812214
40.139023,40.05099
40.64753,39.906956
50.341724,49.908436
39.27948,39.745182
48.917175,50.162823
50.10482,50.2217
49.911198,49.768494
49.172756,49.53561
49.58271,50.111576
51.046005,51.10778
48.86483,50.00823
48.93872,49.454617
39.74011,40.614914
49.605118,50.03735
50.104156,49.969975
50.252106,49.824512
39.809032,40.16022
50.107605,50.003128
49.237885,49.411522
39.800438,39.734455
40.114506,39.844387
49.891335,50.314358
50.283566,49.930138
40.449554,40.087982
50.08645,49.791843
50.083767,49.95059
49.88899,50.181004
50.26419,50.437283
51.038048,50.766697
50.54262,50.136284
50.27892,49.89665
50.2086,49.94866
49.46259,49.33846
39.531406,39.83752
52.30152,51.72707
49.55584,49.861103
49.0676,48.977272
39.570335,38.63092
51.117416,50.64769
39.9362,40.3539
50.787064,50.75519
49.69597,49.49659
50.60114,50.13853
50.44337,50.517406
40.513866,39.016945
50.26459,50.169636
50.251286,50.21797
50.121113,49.921654
51.169487,50.786175
40.35542,40.184223
40.605114,40.21695
40.577847,41.05743
49.04336,49.13099
40.418564,40.050777
49.699516,49.768524
49.67716,49.833504
49.95617,49.847454
50.115517,50.294483
50.417915,50.369984
49.77903,49.512127
41.02803,38.935337
49.878223,50.223446
50.89641,50.351265
40.474945,40.080723
39.694134,40.383213
49.16145,49.918316
50.020767,50.096035
50.546196,50.420418
49.412178,49.918293
50.48886,49.588158
50.78191,50.641346
39.08604,39.25919
50.445053,50.404705
50.84377,49.722637
39.583546,40.263443
40.157387,39.79327
39.161453,39.539387
49.900364,49.43795
49.732937,50.158672
48.494625,49.232304
50.48776,50.22673
38.682022,38.77169
49.78921,50.44701
50.136154,50.208755
39.991837,39.897533
49.434002,49.744743
50.238316,50.01607
49.901615,50.275074
50.97912,51.19508
49.44397,49.613625
50.092632,49.674053
50.16012,50.06991
49.64864,50.207314
49.665524,49.713573
50.277996,50.469685
40.353405,39.856236
40.30325,39.8623
39.778625,40.24251
41.149048,40.416218
42.048504,41.35064
49.632195,49.745014
40.396564,39.978596
50.46319,50.568947
47.945248,49.291546
39.925766,40.133945
50.196304,49.82344
39.833496,40.00453
50.392185,50.113914
50.686646,50.744328
49.232574,50.62592
50.106358,49.648643
49.936993,49.8467
49.64328,49.92147
39.309223,39.731083
41.645966,41.815746
49.134335,49.45869
44.31377,44.684177
49.96324,50.443233
51.144203,50.786846
40.330837,40.171215
50.50978,50.326416
51.121624,50.728848
51.523922,51.845486
49.602818,49.95753
49.82032,50.316143
50.185394,50.01865
50.57217,50.95651
49.82923,49.77094
50.005386,50.372375
51.187664,50.839645
40.66855,39.92969
40.30321,39.238235
50.880363,50.86503
49.815456,49.998898
49.284153,49.11549
50.213997,49.906742
50.33083,49.843315
49.672455,49.400898
51.099094,51.443836
49.19147,49.92423
51.223854,50.673306
39.946102,40.359707
51.33367,51.225628
51.82918,51.77456
37.801216,36.137615
49.789177,50.080364
49.119083,49.804867
42.891964,43.7562
50.51894,49.986744
39.486782,40.289783
43.320297,39.8008
50.46948,50.077633
50.609116,50.345657
49.32719,48.947826
49.513866,50.25645
38.716606,39.172375
40.26102,40.13812
40.192234,39.93723
49.62676,49.843113
40.194664,40.405552
50.770596,50.614964
39.980583,40.406574
50.176243,49.889713
49.841084,50.13225
48.50627,49.068306
50.41919,50.51617
50.729073,49.758846
43.142685,42.518833
49.902702,50.19334
52.063515,51.76563
50.173763,49.490475
40.263348,40.487988
39.1632,38.80247
39.700874,39.51061
41.23901,40.972904
49.84945,49.632282
50.581444,50.2532
49.537983,49.829945
41.182217,39.839962
40.477013,40.495106
40.38539,39.686268
50.378166,49.952675
50.861202,50.68382
50.42745,50.885906
40.14069,40.032967
39.616676,39.979008
39.42263,40.012585
50.529198,51.23518
50.530556,50.20794
50.620487,50.78752
50.237362,49.917583
50.252758,50.465813
48.92009,49.61114
51.525776,50.424984
49.56485,50.073967
49.83225,50.274025
49.636,49.298306
39.64676,39.96256
38.829563,39.64213
50.247482,49.78969
40.356697,40.0712
49.798496,50.905697
39.986084,40.207745
49.18008,49.688915
37.96172,38.7084
50.86773,49.964676
49.987938,50.228893
48.52289,49.792416
40.44496,39.523174
39.93347,40.40988
50.108856,50.13386
49.19883,49.500004
49.882317,50.442265
49.912407,49.406834
41.444138,40.686153
39.844006,39.748325
47.438175,47.74824
40.008774,40.04552
50.15247,50.49187
39.791317,40.05302
49.6783,50.461468
50.65265,50.50635
48.609085,50.03322
38.215736,38.846172
50.359333,50.344883
40.958874,40.514797
49.54738,49.77979
52.53252,54.00526
51.775414,51.622555
51.48453,51.16018
43.552094,44.172676
39.636154,39.99232
40.048454,40.40424
40.145622,39.33882
40.571514,40.808968
39.946014,38.19009
39.983143,40.040676
39.906223,40.012314
39.11499,40.043865
49.92949,50.12443
49.93547,50.468952
49.708,50.288486
50.37108,50.12481
49.988373,49.96001
48.333214,48.70088
40.635048,40.11687
50.12434,50.13787
49.449486,49.435364
51.12804,50.59401
50.99149,50.569477
49.04245,49.689716
50.56994,49.93339
48.91972,48.908455
50.075085,50.32144
41.067703,41.66244
49.85088,49.94277
49.8765,50.4636
49.657093,49.942726
50.558975,50.54432
49.264465,49.777798
39.61244,40.062153
50.738243,51.31007
39.458897,39.58106
50.245224,50.122734
50.026554,49.92342
48.769123,48.947826
47.873352,48.009113
49.92081,49.83441
39.746037,39.90957
49.491318,49.471806
49.443237,49.31065
49.279526,49.885654
40.895977,41.84232
49.97781,49.7911
39.675095,39.749096
39.571136,39.664474
49.244644,49.676563
39.660103,40.188175
50.938248,50.98763
39.74944,40.327805
40.026154,39.90118
49.17067,50.04814
39.436745,39.49902
49.659973,49.825787
48.973427,49.07156
50.256756,50.14707
49.517963,49.673412
49.151035,49.515446
40.52048,40.147488
39.878716,40.01191
49.398716,50.27564
49.152622,49.631763
39.512074,41.04381
41.373005,40.540794
43.829243,43.86114
41.02291,40.44958
51.477478,50.76849
50.18316,50.362175
41.683975,41.41956
49.760277,49.986355
49.489986,49.295403
50.242794,50.70939
33.180435,25.5469
49.65915,49.832836
39.97872,39.974133
40.272335,40.033817
50.84347,50.71228
39.753395,39.89825
50.44232,50.3271
39.781105,40.037975
50.586052,50.38872
39.33805,39.67976
49.555428,49.379803
50.525585,50.38822
51.207726,50.92135
39.733776,39.800503
49.56177,50.12685
50.297585,49.84932
50.849888,50.4389
50.08614,50.021603
52.485767,51.37151
51.72099,50.95276
50.35657,49.951756
48.586514,48.518864
48.83461,49.28603
44.98164,45.164528
49.792477,49.643482
40.3009,39.888138
39.611965,40.25073
51.80276,51.79336
50.47508,50.53971
41.852825,40.285324
39.976517,39.91362
49.99592,50.384468
47.880215,48.701077
50.728256,50.468655
49.841812,50.180645
39.832092,39.97803
39.891712,40.106396
40.412586,40.881027
49.481873,50.043034
50.354713,50.209225
48.567043,48.109554
49.822598,50.460506
50.43796,50.413837
39.822887,40.238216
51.253017,50.71529
43.590034,41.730007
50.233242,50.433895
49.822586,49.98781
41.64885,40.208317
49.934814,49.889004
51.0742,50.252644
50.20574,50.741734
49.96313,50.17058
40.505127,40.064686
49.72584,49.743156
49.738884,49.922817
50.162,49.75074
49.98916,50.370075
49.882484,50.223377
50.2963,50.509937
49.64827,49.857315
49.11586,49.305958
51.68278,51.61822
39.848137,39.762352
49.749992,49.85644
45.531906,43.741177
49.598427,50.032005
51.179996,50.95749
39.096165,39.70695
49.83112,49.96139
49.625698,50.183716
39.39945,39.78031
38.22987,37.16794
39.400513,40.00856
44.20396,45.036064
40.01987,39.181843
49.700794,49.75337
50.34555,49.96922
41.415028,40.51801
50.31801,50.56142
38.93509,39.758217
49.445057,50.043175
50.517536,50.3177
48.572926,50.165745
51.054813,50.751644
50.416832,50.30348
49.80635,49.978474
50.226936,50.258465
49.60412,50.191593
50.00549,49.57848
50.30115,49.94677
50.059643,50.18526
40.509983,40.46593
49.768055,49.6673
49.70511,49.75348
49.573044,49.71926
48.768154,49.34221
39.575626,40.132553
49.937626,49.75606
50.50948,50.326763
49.9233,49.676376
49.94771,50.165745
49.713146,50.49954
43.086716,39.6547
48.930294,49.397343
39.29697,40.43658
49.235355,49.85173
40.11813,39.00106
39.890926,39.68425
50.395428,50.182064
39.518,38.899242
49.511917,49.95818
44.46874,44.864403
39.860394,39.84748
51.27652,50.581768
39.23968,40.029095
38.67579,39.477108
50.084435,50.300365
49.20869,49.676216
49.51501,49.79408
39.629696,40.26205
50.43597,50.279083
40.61035,40.559216
50.88156,50.47035
49.919987,50.34287
39.30753,39.96249
49.71194,49.856197
50.91074,50.987064
49.42764,49.886295
41.60607,41.177
49.99098,49.84139
49.700882,49.499294
45.56247,46.39333
49.41595,49.58072
49.845596,50.084076
40.599834,41.962795
49.625786,49.75606
50.09137,49.940914
40.470284,42.445667
49.16685,48.821033
39.595425,39.695454
44.427307,44.858276
49.813663,49.16389
51.506313,51.170513
49.550686,49.760117
50.52827,50.279606
49.912235,50.141705
51.21039,50.888454
39.488506,39.750122
49.971138,49.707767
48.652267,48.83617
40.86356,41.273525
50.622925,50.62756
38.567505,38.62752
39.44772,38.99634
49.649117,50.143986
50.765717,50.588936
40.376488,39.931618
40.555058,40.083622
48.91764,50.086136
49.264313,49.91975
49.814495,49.8243
39.636063,39.913372
50.387363,50.179398
39.816486,40.041725
49.385414,49.66883
50.22012,50.384228
50.22051,50.011417
40.13781,40.464146
50.748466,50.608723
49.560417,49.952324
39.95217,39.806152
49.850323,49.849663
40.114967,39.87633
50.350548,50.51662
49.821663,50.092358
51.89618,51.36511
50.853546,50.66034
40.4295,39.68619
49.844776,49.888065
49.94032,49.72359
41.093807,39.433456
49.85332,50.03821
49.67749,49.62286
49.99787,50.074036
50.71692,50.341694
47.619854,48.36857
50.319534,50.454823
41.596817,39.904453
48.821316,49.3741
39.638367,38.948406
51.461327,51.322998
40.7733,40.112385
49.09937,49.28404
39.467617,39.165157
40.602295,40.26905
49.92688,50.135548
40.052452,40.175064
49.12984,49.2746
48.885715,48.813694
50.24356,50.014866
50.24349,50.634975
49.611343,49.955963
49.469803,49.711327
38.78923,40.290257
49.55254,49.53902
39.757355,38.734493
39.27095,39.827587
48.70193,49.0485
49.35699,50.132652
50.165382,50.545784
49.628605,49.840908
50.977226,50.469994
38.974537,42.675716
39.72582,40.22178
49.850662,49.70714
39.54587,40.185925
49.40094,49.979282
49.038227,49.62205
51.447235,50.784092
48.90211,49.09393
39.080875,39.949356
49.433563,49.551685
40.361786,40.087185
40.124588,40.837807
49.72031,49.91278
39.55523,40.011784
50.525013,50.389385
51.06638,51.088406
50.605434,50.12589
39.780605,40.2235
49.71575,49.439888
40.028873,40.65949
50.790703,50.793465
40.94029,40.49996
39.82361,40.121902
49.7782,50.075436
50.057808,49.735153
40.301647,40.30962
49.816883,49.566647
38.934223,39.45164
40.168213,40.0258
39.758656,40.23054
51.395317,51.025684
50.41717,50.28526
50.07905,49.90406
40.389076,40.067055
49.566254,49.631073
49.624157,50.08623
40.03761,39.876453
49.70613,49.45016
41.91358,41.124847
41.062172,40.54317
49.74285,49.86009
49.085644,49.76108
39.490147,39.66061
50.283695,50.566494
39.84307,39.97212
40.144367,40.044376
38.87706,37.86901
49.841923,49.67982
50.958427,50.2334
50.651436,49.912365
39.485638,40.20655
49.359898,49.85558
40.280468,40.252384
39.6866,40.162346
44.322525,44.108833
27.427807,25.071123
40.07131,40.08243
49.934296,49.890736
49.43799,50.201088
49.968307,49.632534
39.73786,40.422314
47.37636,49.389336
50.33178,50.349586
50.68127,50.611893
40.249493,40.099888
50.08257,49.8421
49.736828,49.745647
40.094334,40.39947
49.396214,49.476368
40.592022,39.73052
50.999615,50.929882
48.384094,48.786835
50.364445,50.139187
39.745323,39.77755
51.45752,51.386993
49.665977,49.753895
51.549126,52.48413
50.069603,49.60185
40.83686,40.47996
50.58357,50.603672
50.772354,50.791157
50.24697,49.460255
40.12145,42.77312
50.37381,49.810024
39.39312,39.551025
44.18346,43.954006
41.23625,40.958344
40.044247,39.914204
50.44877,50.23096
40.603313,40.286625
39.78164,40.227375
38.519108,38.879025
50.81076,50.166687
49.944298,50.52136
49.112167,49.135475
48.69997,48.727715
40.679916,39.855583
48.93423,47.1838
40.11302,40.07709
50.98809,50.625217
40.324265,40.187237
40.12557,39.52692
50.33923,49.800343
39.43776,39.70715
50.279484,49.76137
48.812954,48.737194
48.010307,48.062904
50.27852,49.797688
49.535435,50.00226
39.93486,39.538803
39.83291,40.102245
49.58644,49.30121
